image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
data/citywide/images/337/47664/86079__AST_EX_20250803_081025.jpeg,True,47664,337,Boardwalk < 1.2m High,Bishop Bay Hs Backcountry; Boardwalk at Bishop Bay Hot Springs. Last repaired via a Capital Project in 2009.; Boardwalk at Bishop Bay Hot Springs.; About 200 m of boardwalk; mostly red cedar; stringers a,86079,AST_EX_20250803_081025.jpeg,,,Timber,,No,No railings,200.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/46935/59882__IMG_1070.JPG,True,46935,337,Boardwalk < 1.2m High,8' wide wood decked boardwalk with log stringers,59882,IMG_1070.JPG,,,Timber,,No,No railings,15.0,Timber/Wood,,Timber,,3.0,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/47664/86081__AST_EX_20250803_081016.jpeg,True,47664,337,Boardwalk < 1.2m High,Bishop Bay Hs Backcountry; Boardwalk at Bishop Bay Hot Springs. Last repaired via a Capital Project in 2009.; Boardwalk at Bishop Bay Hot Springs.; About 200 m of boardwalk; mostly red cedar; stringers a,86081,AST_EX_20250803_081016.jpeg,,,Timber,,No,No railings,200.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/48119/13815__MI_20210809_144926.jpg,True,48119,337,Boardwalk < 1.2m High,Indian Point - Isaac Lake,13815,MI_20210809_144926.jpg,,,Timber,,No,No railings,8.0,Timber/Wood,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/47664/86084__AST_EX_20250803_080930.jpeg,True,47664,337,Boardwalk < 1.2m High,Bishop Bay Hs Backcountry; Boardwalk at Bishop Bay Hot Springs. Last repaired via a Capital Project in 2009.; Boardwalk at Bishop Bay Hot Springs.; About 200 m of boardwalk; mostly red cedar; stringers a,86084,AST_EX_20250803_080930.jpeg,,,Timber,,No,No railings,200.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/48119/86267__AST_EX_20250807_142035.jpeg,True,48119,337,Boardwalk < 1.2m High,Indian Point - Isaac Lake,86267,AST_EX_20250807_142035.jpeg,,,Timber,,No,No railings,8.0,Timber/Wood,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/48119/86268__AST_EX_20250807_142000.jpeg,True,48119,337,Boardwalk < 1.2m High,Indian Point - Isaac Lake,86268,AST_EX_20250807_142000.jpeg,,,Timber,,No,No railings,8.0,Timber/Wood,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/48121/86240__AST_EX_20250808_133154.jpeg,True,48121,337,Boardwalk < 1.2m High,Isaac River Trail Type Ii,86240,AST_EX_20250808_133154.jpeg,,,Timber,,No,No railings,6.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/48637/27383__AST_EX_20211013_101432.jpeg,True,48637,337,Boardwalk < 1.2m High,Cape Scott Hiking Trail; Item description: FISHERMANS BOARDWALK;,27383,AST_EX_20211013_101432.jpeg,,,Timber,,No,No railings,18.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/48934/15282__AST_EX_20210811_144938.jpeg,True,48934,337,Boardwalk < 1.2m High,Boardwalk,15282,AST_EX_20210811_144938.jpeg,,,Timber,,No,No railings,62.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/48634/27385__AST_EX_20211013_101620.jpeg,True,48634,337,Boardwalk < 1.2m High,"Cape Scott Backcountry; Item description: BOARDWALK: (NELS BIGHT TO DONALDSONS FARM); Specifications: elevated WOOD BOARD -WALK, NELS BIGHT TO DONALDSONS FARM. ; Comments: ALL MATERIALS flown in",27385,AST_EX_20211013_101620.jpeg,,,Timber,,No,No railings,2300.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/48934/15283__AST_EX_20210811_144911.jpeg,True,48934,337,Boardwalk < 1.2m High,Boardwalk,15283,AST_EX_20210811_144911.jpeg,,,Timber,,No,No railings,62.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/48936/15286__AST_EX_20210811_144036.jpeg,True,48936,337,Boardwalk < 1.2m High,Boardwalk,15286,AST_EX_20210811_144036.jpeg,,,Timber,,No,No railings,22.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51255/70478__MI_20240629_131154.jpg,True,51255,337,Boardwalk < 1.2m High,"in campground, 1M WIDE",70478,MI_20240629_131154.jpg,,,Timber,,No,No railings,30.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51547/18708__AST_EX_20210826_112435.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18708,AST_EX_20210826_112435.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51547/18709__AST_EX_20210826_112407.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18709,AST_EX_20210826_112407.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51547/18707__AST_EX_20210826_112642.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18707,AST_EX_20210826_112642.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51547/18711__AST_EX_20210826_112301.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18711,AST_EX_20210826_112301.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51547/18710__AST_EX_20210826_112332.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18710,AST_EX_20210826_112332.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51603/24212__AST_EX_20210923_125920.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,24212,AST_EX_20210923_125920.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51547/18706__AST_EX_20210826_113015.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18706,AST_EX_20210826_113015.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51603/24216__AST_EX_20210923_125846.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,24216,AST_EX_20210923_125846.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51603/87633__AST_EX_20250826_101822.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,87633,AST_EX_20250826_101822.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51603/24222__AST_EX_20210923_130140.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,24222,AST_EX_20210923_130140.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51942/21399__AST_EX_20210911_124304.jpeg,True,51942,337,Boardwalk < 1.2m High,"Fillongley Campground; Additional notes: Wood edging along trails, including raised flat surface lined by stacked wood.;",21399,AST_EX_20210911_124304.jpeg,,,Timber,,No,No railings,112.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/52469/87886__AST_EX_20250914_165603.jpeg,True,52469,337,Boardwalk < 1.2m High,replaced with wood bridge; SPLIT LOG 4M LONG;,87886,AST_EX_20250914_165603.jpeg,,,Timber,,No,No railings,4.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/51603/24211__AST_EX_20210923_125900.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,24211,AST_EX_20210923_125900.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/52245/40583__AST_EX_20220510_112627.jpeg,True,52245,337,Boardwalk < 1.2m High,Boardwalk on Path from Beach to Campground,40583,AST_EX_20220510_112627.jpeg,,,Timber,,No,No railings,15.0,Timber/Wood,,Timber,,2.0,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/53556/63735__AST_EX_20221004_092847.jpeg,True,53556,337,Boardwalk < 1.2m High,"Wood; Specifications: 3 ft. wideand 82 m long. Red cedar planks are 2"" thick x 10"" x 36"".; Comments: Universal Access boardwalk to the Herman Lake viewing platform",63735,AST_EX_20221004_092847.jpeg,,,Timber,,No,No railings,82.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/53556/85593__AST_EX_20250720_155517.jpeg,True,53556,337,Boardwalk < 1.2m High,"Wood; Specifications: 3 ft. wideand 82 m long. Red cedar planks are 2"" thick x 10"" x 36"".; Comments: Universal Access boardwalk to the Herman Lake viewing platform",85593,AST_EX_20250720_155517.jpeg,,,Timber,,No,No railings,82.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/55645/56120__AST_EX_20220725_113102.jpeg,True,55645,337,Boardwalk < 1.2m High,Woodbury Creek Trail; Item description: TO WOODBURY CABIN AREA; Specifications: LOG TYPE BRIDGES #3 2 @ 8M EA. #4 3 @ 4M EA. #5 #1 -#2 ; Comments: FAIR TO POOR,56120,AST_EX_20220725_113102.jpeg,,,Timber,,No,No railings,28.0,Timber/Wood,,Timber,,0.5,True,medium (20-100m),narrow (<0.9m),,
data/citywide/images/337/56209/88832__AST_EX_20250928_135750.jpeg,True,56209,337,Boardwalk < 1.2m High,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,88832,AST_EX_20250928_135750.jpeg,,,Timber,,No,No railings,28.8,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/56209/13518__AST_EX_20210812_120624.jpeg,True,56209,337,Boardwalk < 1.2m High,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,13518,AST_EX_20210812_120624.jpeg,,,Timber,,No,No railings,28.8,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/56209/13517__AST_EX_20210812_120655.jpeg,True,56209,337,Boardwalk < 1.2m High,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,13517,AST_EX_20210812_120655.jpeg,,,Timber,,No,No railings,28.8,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/56345/34__IMG_5633.JPG,True,56345,337,Boardwalk < 1.2m High,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,34,IMG_5633.JPG,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56345/35__IMG_5635.JPG,True,56345,337,Boardwalk < 1.2m High,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,35,IMG_5635.JPG,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56345/76274__MI_20241027_120942.jpg,True,56345,337,Boardwalk < 1.2m High,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,76274,MI_20241027_120942.jpg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56778/60081__sight1.jpg,True,56778,337,Boardwalk < 1.2m High,Maquinna Trails,60081,sight1.jpg,,,Timber,,No,No railings,1000.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56778/60080__sight_12.jpg,True,56778,337,Boardwalk < 1.2m High,Maquinna Trails,60080,sight 12.jpg,,,Timber,,No,No railings,1000.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/58173/4930__AST_EX_20210710_161648.jpeg,True,58173,337,Boardwalk < 1.2m High,Boardwalk with railing at portal trail entrance.,4930,AST_EX_20210710_161648.jpeg,,,Timber,,No,,1800.0,Timber/Wood,,Timber,,1.5,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/58824/67447__AST_EX_20231214_125225.jpeg,True,58824,337,Boardwalk < 1.2m High,"Tow Hill - Blow Hole Trail; Specifications: cedar boardwalk: 3x10"" boards with asphalt traction; 1.5m wide; Blow Hole trail section fully accessible;",67447,AST_EX_20231214_125225.jpeg,,,Timber,,No,No railings,1800.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/58826/71884__AST_EX_20240801_143426.jpeg,True,58826,337,Boardwalk < 1.2m High,"Cape Fife Trail; two ages of boardwalk 20yr, 12yr; upgrade project for traction & repair in 2018; 3""",71884,AST_EX_20240801_143426.jpeg,,,Timber,,No,No railings,1500.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/61005/62857__AST_EX_20220901_120401.jpeg,True,61005,337,Boardwalk < 1.2m High,Princess Louisa Day Use; Additional notes: replaced in 2007; Specifications: 125M BOARDWALK ;,62857,AST_EX_20220901_120401.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/61005/62860__AST_EX_20220901_120258.jpeg,True,61005,337,Boardwalk < 1.2m High,Princess Louisa Day Use; Additional notes: replaced in 2007; Specifications: 125M BOARDWALK ;,62860,AST_EX_20220901_120258.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/61005/62868__AST_EX_20220901_120353.jpeg,True,61005,337,Boardwalk < 1.2m High,Princess Louisa Day Use; Additional notes: replaced in 2007; Specifications: 125M BOARDWALK ;,62868,AST_EX_20220901_120353.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/61734/65775__AST_EX_20230810_113753.jpeg,True,61734,337,Boardwalk < 1.2m High,Lower Flume trail boardwalk,65775,AST_EX_20230810_113753.jpeg,Timber,Beam,Timber,,No,No railings,3.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/62067/17561__AST_EX_20210822_115132.jpeg,True,62067,337,Boardwalk < 1.2m High,Sandwell Day Use; Item description: BOARDWALK ; Specifications: 10M OF BOARDWALK 1M WIDE SET ON CONCRETE PADS TOPROTECT MIDDEN SITE ;,17561,AST_EX_20210822_115132.jpeg,,,Timber,,No,No railings,28.0,Timber/Wood,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/61958/14149__IMG_5678.JPG,True,61958,337,Boardwalk < 1.2m High,"2""x8""x32"" decking 4""x4"" stringers ( western red cedar ) approx 300m. at multiple locations located on trail from camping area to outter beach.",14149,IMG_5678.JPG,,,Timber,,No,No railings,300.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/62447/63423__MI_20220920_144556.jpg,True,62447,337,Boardwalk < 1.2m High,Boardwalk,63423,MI_20220920_144556.jpg,,,Timber,,No,No railings,44.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/62067/17562__AST_EX_20210822_115054.jpeg,True,62067,337,Boardwalk < 1.2m High,Sandwell Day Use; Item description: BOARDWALK ; Specifications: 10M OF BOARDWALK 1M WIDE SET ON CONCRETE PADS TOPROTECT MIDDEN SITE ;,17562,AST_EX_20210822_115054.jpeg,,,Timber,,No,No railings,28.0,Timber/Wood,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/64207/60977__AST_EX_20220823_105719.jpeg,True,64207,337,Boardwalk < 1.2m High,"23'8"" LONG 10U 0333454 5509243;",60977,AST_EX_20220823_105719.jpeg,,,Timber,,No,No railings,25.0,Timber/Wood,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/64261/60975__AST_EX_20220823_110543.jpeg,True,64261,337,Boardwalk < 1.2m High,"10'2"" LONG 10U 0333562 5509078;",60975,AST_EX_20220823_110543.jpeg,,,Timber,,No,No railings,3.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/64274/60972__AST_EX_20220823_110154.jpeg,True,64274,337,Boardwalk < 1.2m High,"8'2"" LONG 10U 0333574 5509243;",60972,AST_EX_20220823_110154.jpeg,,,Timber,,No,No railings,2.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/64273/60967__AST_EX_20220823_111353.jpeg,True,64273,337,Boardwalk < 1.2m High,"7'3"" LONGBETWEEN 10U 0333625 5508634 AND 10U 0332895 5508028;",60967,AST_EX_20220823_111353.jpeg,,,Timber,,No,No railings,2.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/64887/10094__AST_EX_20210727_153925.jpeg,True,64887,337,Boardwalk < 1.2m High,Swan Lake Portage Trail; Item description: BOARDWALK ON PORTAGE TRAIL; Comments: Steel Lathe added to boardwalk for traction in 2017/2018. Value added to estimated replacement value.,10094,AST_EX_20210727_153925.jpeg,,,Timber,,No,No railings,110.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/64887/10095__AST_EX_20210727_153914.jpeg,True,64887,337,Boardwalk < 1.2m High,Swan Lake Portage Trail; Item description: BOARDWALK ON PORTAGE TRAIL; Comments: Steel Lathe added to boardwalk for traction in 2017/2018. Value added to estimated replacement value.,10095,AST_EX_20210727_153914.jpeg,,,Timber,,No,No railings,110.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/64887/43281__AST_EX_20220525_163009.jpeg,True,64887,337,Boardwalk < 1.2m High,Swan Lake Portage Trail; Item description: BOARDWALK ON PORTAGE TRAIL; Comments: Steel Lathe added to boardwalk for traction in 2017/2018. Value added to estimated replacement value.,43281,AST_EX_20220525_163009.jpeg,,,Timber,,No,No railings,110.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/64887/43290__AST_EX_20220525_162916.jpeg,True,64887,337,Boardwalk < 1.2m High,Swan Lake Portage Trail; Item description: BOARDWALK ON PORTAGE TRAIL; Comments: Steel Lathe added to boardwalk for traction in 2017/2018. Value added to estimated replacement value.,43290,AST_EX_20220525_162916.jpeg,,,Timber,,No,No railings,110.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/65422/62906__AST_EX_20220907_124503.jpeg,True,65422,337,Boardwalk < 1.2m High,2 boardwalk/bridges. Cedar plank deck. Crosses Lussier at Sayles Meadow.,62906,AST_EX_20220907_124503.jpeg,,,Timber,,No,No railings,15.0,Timber/Wood,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/64889/10074__AST_EX_20210727_151232.jpeg,True,64889,337,Boardwalk < 1.2m High,"Swan Lake Portage Trail; Specifications: 8""X3""X6' TREATED PLANKS NATURAL SILLS; Comments: LOCATION 09 E519749 N6180748 NEAR START OF PORTAGE TRAIL BROWN BEAR SIDE",10074,AST_EX_20210727_151232.jpeg,,,Timber,,No,No railings,42.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/64889/43266__AST_EX_20220525_153708.jpeg,True,64889,337,Boardwalk < 1.2m High,"Swan Lake Portage Trail; Specifications: 8""X3""X6' TREATED PLANKS NATURAL SILLS; Comments: LOCATION 09 E519749 N6180748 NEAR START OF PORTAGE TRAIL BROWN BEAR SIDE",43266,AST_EX_20220525_153708.jpeg,,,Timber,,No,No railings,42.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/65422/62911__AST_EX_20220907_124428.jpeg,True,65422,337,Boardwalk < 1.2m High,2 boardwalk/bridges. Cedar plank deck. Crosses Lussier at Sayles Meadow.,62911,AST_EX_20220907_124428.jpeg,,,Timber,,No,No railings,15.0,Timber/Wood,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/65428/22079__AST_EX_20210916_121642.jpeg,True,65428,337,Boardwalk < 1.2m High,Fish Lake Foot Trail; Item description: BOARDWALK ON MAIN TRAIL TO CPGD;,22079,AST_EX_20210916_121642.jpeg,,,Timber,,No,No railings,30.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/66040/20077__MI_20210907_132030.jpg,True,66040,337,Boardwalk < 1.2m High,DON'T KNOW ACQUISITION YEAR SEE SKEENA REC OFFICER,20077,MI_20210907_132030.jpg,,,Timber,,No,No railings,42.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/65422/62913__AST_EX_20220907_124415.jpeg,True,65422,337,Boardwalk < 1.2m High,2 boardwalk/bridges. Cedar plank deck. Crosses Lussier at Sayles Meadow.,62913,AST_EX_20220907_124415.jpeg,,,Timber,,No,No railings,15.0,Timber/Wood,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/66040/56455__AST_EX_20220726_140401.jpeg,True,66040,337,Boardwalk < 1.2m High,DON'T KNOW ACQUISITION YEAR SEE SKEENA REC OFFICER,56455,AST_EX_20220726_140401.jpeg,,,Timber,,No,No railings,42.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/66539/89731__20250709_171644_resized.jpg,True,66539,337,Boardwalk < 1.2m High,"Weewanie Hs Backcountry; Three short sections of boardwalk.; Board between the hot springs and campsite.; 3 sections, all 36"" wide and using planks that are 2"" thick x 12"" wide x 36"" long. Section 1 is 1",89731,20250709_171644_resized.jpg,,,Timber,,No,No railings,100.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/66539/89730__20250709_171607_resized.jpg,True,66539,337,Boardwalk < 1.2m High,"Weewanie Hs Backcountry; Three short sections of boardwalk.; Board between the hot springs and campsite.; 3 sections, all 36"" wide and using planks that are 2"" thick x 12"" wide x 36"" long. Section 1 is 1",89730,20250709_171607_resized.jpg,,,Timber,,No,No railings,100.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/66539/89732__20250709_171704_resized.jpg,True,66539,337,Boardwalk < 1.2m High,"Weewanie Hs Backcountry; Three short sections of boardwalk.; Board between the hot springs and campsite.; 3 sections, all 36"" wide and using planks that are 2"" thick x 12"" wide x 36"" long. Section 1 is 1",89732,20250709_171704_resized.jpg,,,Timber,,No,No railings,100.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/81875/70329__AST_EX_20240703_100456.jpeg,True,81875,337,Boardwalk < 1.2m High,Boardwalk 150 m down natadesleen trail,70329,AST_EX_20240703_100456.jpeg,,,Timber,,No,No railings,150.0,,,Timber,,1.5,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/81875/70358__AST_EX_20240703_100447.jpeg,True,81875,337,Boardwalk < 1.2m High,Boardwalk 150 m down natadesleen trail,70358,AST_EX_20240703_100447.jpeg,,,Timber,,No,No railings,150.0,,,Timber,,1.5,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/81875/2856__AST_IM_20210627_111805.jpeg,True,81875,337,Boardwalk < 1.2m High,Boardwalk 150 m down natadesleen trail,2856,AST_IM_20210627_111805.jpeg,,,Timber,,No,No railings,150.0,,,Timber,,1.5,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/81887/2850__AST_IM_20210627_113213.jpeg,True,81887,337,Boardwalk < 1.2m High,Boardwalk 325 m from natadesleen trailhead,2850,AST_IM_20210627_113213.jpeg,,,Timber,,No,No railings,325.0,,,Timber,,1.5,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/81887/70357__AST_EX_20240703_095329.jpeg,True,81887,337,Boardwalk < 1.2m High,Boardwalk 325 m from natadesleen trailhead,70357,AST_EX_20240703_095329.jpeg,,,Timber,,No,No railings,325.0,,,Timber,,1.5,True,long (>100m),wide (>1.5m),,
